Image Path,Uncertainty Score Gender,Uncertainty Score Age,Uncertainty Score Race,Ground Truth Gender,Ground Truth Age,Ground Truth Race,Intersection,Target,Fake classification
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/717.mp4/0-141.jpeg,0.200445,0.200427,0.263958,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/val/992.mp4/0-161.jpeg,0.200606,0.200263,0.366175,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/101.mp4/0-663.jpeg,0.202533,0.201682,0.235307,0,0,0,4,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/val/818.mp4/0-42.jpeg,0.20373,0.418109,0.320858,1,3,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/101.mp4/0-399.jpeg,0.200009,0.2,0.200063,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/011.mp4/1-181.jpeg,0.202943,0.214434,0.200555,1,0,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/101.mp4/0-1137.jpeg,0.200555,0.200644,0.223425,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/251.mp4/0-252.jpeg,0.226346,0.652633,0.21205,1,3,0,0,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/464.mp4/0-141.jpeg,0.258379,0.470921,0.595795,1,0,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/236.mp4/0-221.jpeg,0.229339,0.49293,0.204008,1,0,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/test/161.mp4/0-101.jpeg,0.200504,0.374508,0.20158,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/val/046.mp4/0-371.jpeg,0.200075,0.200177,0.208144,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/val/316.mp4/0-121.jpeg,0.200962,0.200646,0.318797,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/498.mp4/0-281.jpeg,0.203394,0.40393,0.272492,1,3,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/008.mp4/0-101.jpeg,0.203938,0.201153,0.625636,0,0,0,4,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/test/732.mp4/0-251.jpeg,0.211027,0.29094,0.602135,1,0,3,3,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/test/227.mp4/0-181.jpeg,0.201799,0.221851,0.221284,1,0,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/750.mp4/0-221.jpeg,0.200571,0.200783,0.347985,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/999.mp4/0-231.jpeg,0.20037,0.209257,0.206763,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/val/875.mp4/0-111.jpeg,0.200407,0.358959,0.200447,1,3,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/537.mp4/0-41.jpeg,0.200367,0.202405,0.211428,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/test/739.mp4/0-281.jpeg,0.200311,0.200356,0.201608,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/test/955.mp4/0-101.jpeg,0.201654,0.250725,0.243058,1,1,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/test/714.mp4/0-181.jpeg,0.200044,0.200199,0.210762,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/962.mp4/0-141.jpeg,0.205491,0.20499,0.211807,0,0,0,4,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/856.mp4/0-191.jpeg,0.208576,0.515783,0.234415,1,3,0,0,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/val/254.mp4/0-211.jpeg,0.200271,0.201304,0.205611,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/397.mp4/0-281.jpeg,0.216017,0.215491,0.250446,0,0,2,6,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/184.mp4/0-953.jpeg,0.203872,0.51983,0.223887,1,3,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/771.mp4/0-211.jpeg,0.200364,0.200442,0.20548,0,0,0,4,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/712.mp4/0-116.jpeg,0.200572,0.201386,0.200566,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/613.mp4/0-171.jpeg,0.201442,0.465335,0.200479,1,3,2,2,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/val/820.mp4/0-101.jpeg,0.202672,0.285826,0.263796,1,0,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/286.mp4/0-291.jpeg,0.25975,0.549202,0.274985,1,0,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/val/023.mp4/0-81.jpeg,0.216502,0.222692,0.485957,1,0,0,0,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/val/817.mp4/0-717.jpeg,0.201011,0.201179,0.248573,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/613.mp4/0-181.jpeg,0.201626,0.500851,0.200664,1,1,2,2,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/500.mp4/0-111.jpeg,0.200369,0.200659,0.220604,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/test/003.mp4/0-164.jpeg,0.206097,0.447036,0.225617,1,3,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/201.mp4/0-175.jpeg,0.20378,0.528663,0.244755,1,1,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/val/261.mp4/0-642.jpeg,0.200002,0.200008,0.200087,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/645.mp4/0-261.jpeg,0.20026,0.200144,0.200882,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/test/945.mp4/0-518.jpeg,0.208171,0.20577,0.210632,1,0,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/859.mp4/0-211.jpeg,0.202441,0.249269,0.219941,1,2,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/test/707.mp4/0-181.jpeg,0.207016,0.43144,0.28954,1,3,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/037.mp4/0-181.jpeg,0.200822,0.200315,0.234431,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/131.mp4/0-210.jpeg,0.201493,0.37022,0.20087,1,3,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/097.mp4/0-217.jpeg,0.309783,0.67113,0.477438,1,3,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/val/817.mp4/0-245.jpeg,0.208277,0.327381,0.404228,1,0,3,3,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/515.mp4/0-353.jpeg,0.200487,0.545094,0.200885,1,1,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/302.mp4/0-221.jpeg,0.23198,0.320888,0.200991,0,3,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/983.mp4/0-131.jpeg,0.200376,0.226977,0.200213,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/test/367.mp4/0-251.jpeg,0.200041,0.201527,0.20012,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/410.mp4/0-281.jpeg,0.201013,0.20006,0.200412,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/test/141.mp4/0-400.jpeg,0.200059,0.200082,0.215288,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/469.mp4/0-281.jpeg,0.200341,0.200076,0.21696,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/val/775.mp4/0-156.jpeg,0.202093,0.57318,0.206555,1,2,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/231.mp4/0-299.jpeg,0.201933,0.28947,0.201397,0,3,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/112.mp4/0-131.jpeg,0.200198,0.20007,0.202176,0,0,0,4,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/814.mp4/0-504.jpeg,0.200142,0.439924,0.20019,1,3,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/394.mp4/0-241.jpeg,0.20017,0.344889,0.201028,1,1,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/574.mp4/0-221.jpeg,0.206433,0.281562,0.205748,1,3,0,0,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/655.mp4/0-121.jpeg,0.257476,0.319838,0.524581,1,0,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/211.mp4/0-261.jpeg,0.202933,0.249592,0.223877,0,1,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/879.mp4/0-601.jpeg,0.200886,0.657422,0.210659,1,3,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/069.mp4/0-141.jpeg,0.200209,0.200006,0.20024,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/test/388.mp4/0-415.jpeg,0.200151,0.262633,0.209044,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/221.mp4/0-238.jpeg,0.200258,0.200577,0.338622,0,0,3,7,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/171.mp4/0-325.jpeg,0.203005,0.565328,0.203477,1,3,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/val/980.mp4/0-241.jpeg,0.201544,0.236447,0.229985,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/131.mp4/0-274.jpeg,0.201456,0.219157,0.202523,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/717.mp4/0-121.jpeg,0.20108,0.200574,0.294138,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/val/927.mp4/0-161.jpeg,0.221696,0.392421,0.394033,1,0,3,3,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/859.mp4/0-281.jpeg,0.201549,0.234817,0.255509,1,2,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/631.mp4/0-121.jpeg,0.225398,0.589139,0.476225,1,0,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/241.mp4/0-139.jpeg,0.201842,0.200879,0.242177,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/320.mp4/0-211.jpeg,0.200186,0.203829,0.209049,0,0,0,4,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/602.mp4/0-213.jpeg,0.200702,0.200385,0.213172,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/811.mp4/0-528.jpeg,0.24068,0.412651,0.204975,1,0,0,0,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/426.mp4/0-119.jpeg,0.200823,0.200499,0.213467,0,0,0,4,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/test/306.mp4/0-131.jpeg,0.208701,0.351859,0.254508,1,0,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/test/308.mp4/0-321.jpeg,0.200048,0.200067,0.200362,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/121.mp4/0-330.jpeg,0.200252,0.208667,0.203649,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/val/992.mp4/0-261.jpeg,0.200232,0.200351,0.232241,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/val/468.mp4/0-251.jpeg,0.201688,0.212176,0.406551,1,1,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/181.mp4/0-402.jpeg,0.200434,0.200397,0.209571,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/test/851.mp4/0-171.jpeg,0.20948,0.733341,0.585661,1,3,3,3,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/test/114.mp4/0-920.jpeg,0.201938,0.333316,0.312815,1,1,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/210.mp4/0-294.jpeg,0.20084,0.202209,0.204442,0,0,0,4,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/605.mp4/0-141.jpeg,0.210721,0.448207,0.208256,1,2,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/215.mp4/0-146.jpeg,0.200109,0.233962,0.200773,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/test/707.mp4/0-131.jpeg,0.216585,0.540285,0.57822,1,3,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/318.mp4/0-154.jpeg,0.200078,0.200362,0.209123,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/921.mp4/0-241.jpeg,0.200721,0.20033,0.200366,1,0,0,0,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/281.mp4/1-254.jpeg,0.200125,0.200633,0.202261,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/val/116.mp4/0-141.jpeg,0.201577,0.218046,0.203712,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/202.mp4/0-41.jpeg,0.200129,0.201852,0.211045,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/087.mp4/0-191.jpeg,0.21263,0.640237,0.283596,1,0,2,2,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/813.mp4/0-101.jpeg,0.20573,0.202509,0.318317,0,0,0,4,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/215.mp4/0-442.jpeg,0.204962,0.201895,0.224607,1,0,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/861.mp4/0-410.jpeg,0.201459,0.200835,0.205037,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/259.mp4/0-251.jpeg,0.211293,0.55437,0.221994,1,1,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/test/527.mp4/0-111.jpeg,0.212803,0.216144,0.201929,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/542.mp4/0-191.jpeg,0.200094,0.20029,0.200999,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/814.mp4/0-451.jpeg,0.214208,0.631649,0.642126,1,0,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/val/585.mp4/0-163.jpeg,0.201277,0.222231,0.203503,1,0,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/719.mp4/0-111.jpeg,0.20409,0.428243,0.284803,1,3,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/111.mp4/0-146.jpeg,0.200126,0.227962,0.201076,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/val/261.mp4/0-440.jpeg,0.201073,0.399296,0.202128,1,3,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/736.mp4/0-51.jpeg,0.229873,0.224251,0.200988,0,3,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/509.mp4/0-61.jpeg,0.206439,0.556543,0.273442,1,1,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/713.mp4/0-280.jpeg,0.202858,0.202546,0.200599,0,0,0,4,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/test/855.mp4/0-417.jpeg,0.202824,0.280506,0.228221,1,0,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/test/705.mp4/0-211.jpeg,0.200914,0.606272,0.201436,1,2,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/test/682.mp4/0-231.jpeg,0.202752,0.295962,0.243957,1,2,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/test/186.mp4/1-281.jpeg,0.23945,0.406855,0.641624,1,0,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/val/729.mp4/0-151.jpeg,0.200583,0.643073,0.204395,1,1,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/050.mp4/0-261.jpeg,0.200238,0.201769,0.204659,1,1,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/290.mp4/0-241.jpeg,0.200244,0.200566,0.211609,0,0,0,4,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/357.mp4/1-101.jpeg,0.200077,0.219334,0.20012,1,2,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/819.mp4/0-434.jpeg,0.200414,0.200029,0.200406,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/641.mp4/0-208.jpeg,0.200186,0.200156,0.202143,0,0,0,4,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/test/623.mp4/0-211.jpeg,0.200141,0.200033,0.200891,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/897.mp4/0-171.jpeg,0.204211,0.546722,0.23183,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/345.mp4/0-112.jpeg,0.218104,0.430606,0.202253,1,0,0,0,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/val/548.mp4/1-419.jpeg,0.215458,0.440986,0.203409,1,3,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/871.mp4/0-261.jpeg,0.2,0.2,0.2,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/519.mp4/0-456.jpeg,0.200886,0.369358,0.290907,1,1,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/516.mp4/0-322.jpeg,0.200445,0.215294,0.200456,0,3,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/850.mp4/0-261.jpeg,0.20297,0.202306,0.625465,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/928.mp4/0-121.jpeg,0.20324,0.394309,0.210849,1,0,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/087.mp4/0-214.jpeg,0.2076,0.485224,0.226366,1,3,2,2,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/788.mp4/0-291.jpeg,0.444694,0.26072,0.594816,0,3,0,4,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/491.mp4/0-171.jpeg,0.203727,0.422723,0.204056,1,0,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/231.mp4/0-515.jpeg,0.210455,0.418964,0.205672,1,1,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/931.mp4/0-81.jpeg,0.200197,0.215835,0.201362,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/643.mp4/0-141.jpeg,0.200349,0.221617,0.200553,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/test/141.mp4/0-352.jpeg,0.24129,0.2738,0.212406,1,0,0,0,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/297.mp4/0-312.jpeg,0.236223,0.245538,0.207554,1,0,0,0,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/test/955.mp4/0-210.jpeg,0.200288,0.351819,0.220149,1,1,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/101.mp4/0-404.jpeg,0.200793,0.229225,0.202573,1,1,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/918.mp4/0-193.jpeg,0.201352,0.200231,0.201707,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/test/707.mp4/0-91.jpeg,0.202916,0.520335,0.260513,1,3,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/071.mp4/0-141.jpeg,0.208941,0.392573,0.207195,1,3,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/test/691.mp4/0-291.jpeg,0.200108,0.213665,0.200217,1,2,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/095.mp4/0-141.jpeg,0.200471,0.211594,0.202167,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/079.mp4/0-251.jpeg,0.201081,0.200496,0.20791,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/val/982.mp4/0-231.jpeg,0.200279,0.202533,0.201561,1,2,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/val/837.mp4/0-221.jpeg,0.200001,0.2001,0.200008,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/611.mp4/0-624.jpeg,0.200239,0.201742,0.206593,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/950.mp4/0-101.jpeg,0.20018,0.200093,0.200402,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/178.mp4/0-241.jpeg,0.218361,0.257193,0.218406,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/028.mp4/0-51.jpeg,0.200008,0.200008,0.200106,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/757.mp4/0-171.jpeg,0.208697,0.631374,0.202461,1,3,1,1,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/749.mp4/0-111.jpeg,0.202813,0.208568,0.315327,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/602.mp4/0-211.jpeg,0.200695,0.200016,0.203084,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/528.mp4/0-161.jpeg,0.246145,0.496889,0.208216,1,0,0,0,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/446.mp4/0-241.jpeg,0.203163,0.200371,0.259909,0,0,1,5,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/train/962.mp4/0-261.jpeg,0.203981,0.221016,0.221097,0,0,0,4,0,0
/shared/rc/defake/FaceForensics++_All/FaceForensics++/real/youtube/val/440.mp4/0-141.jpeg,0.200934,0.35286,0.202661,1,3,1,1,0,0
